Date,Close/Last,Open,High,Low
11/07/2019,5104.02,5115.96,5141.62,5082.67
11/06/2019,5058.86,5072.23,5072.23,5028.32
11/05/2019,5087.67,5105.43,5106.74,5070.29
11/04/2019,5086.83,5074.05,5092.47,5064.20
11/01/2019,5017.88,4970.83,5018.30,4960.74
10/31/2019,4932.70,4960.72,4961.99,4898.26
10/30/2019,4979.18,4979.81,4983.51,4935.83
10/29/2019,4958.13,4993.98,5002.67,4956.96
10/28/2019,4985.40,4960.35,4991.71,4959.66
10/25/2019,4923.94,4883.37,4931.84,4882.03
10/24/2019,4878.45,4835.01,4880.27,4830.98
10/23/2019,4780.90,4764.37,4801.39,4753.52
10/22/2019,4816.72,4889.89,4894.62,4815.15
10/21/2019,4873.15,4850.21,4875.67,4832.89
10/18/2019,4808.76,4851.88,4863.49,4775.20
10/17/2019,4864.06,4898.25,4906.00,4841.57
10/16/2019,4859.83,4875.63,4891.08,4848.82
10/15/2019,4923.56,4862.96,4936.89,4862.02
10/14/2019,4844.24,4835.49,4853.02,4825.67
10/11/2019,4842.00,4831.75,4888.44,4826.66
10/10/2019,4749.27,4708.95,4778.90,4708.39
10/09/2019,4712.53,4701.48,4735.08,4688.74
10/08/2019,4642.53,4715.00,4719.54,4642.19
10/07/2019,4764.90,4774.02,4804.59,4763.99
10/04/2019,4786.63,4737.42,4789.63,4731.57
10/03/2019,4711.69,4648.34,4714.44,4592.78
10/02/2019,4646.22,4672.11,4682.00,4617.14
10/01/2019,4719.83,4800.04,4827.67,4707.91
09/30/2019,4771.68,4747.60,4786.06,4735.20
09/27/2019,4731.77,4821.20,4825.48,4694.39
09/26/2019,4836.17,4825.09,4852.14,4795.32
09/25/2019,4822.61,4730.01,4834.99,4697.41
09/24/2019,4747.31,4853.31,4860.73,4728.66
09/23/2019,4830.13,4810.44,4849.89,4803.98
09/20/2019,4817.57,4879.84,4886.55,4798.48
09/19/2019,4877.92,4904.62,4928.10,4873.31
09/18/2019,4895.12,4887.84,4897.07,4829.89
09/17/2019,4898.88,4870.73,4901.10,4856.48
09/16/2019,4880.33,4854.95,4895.81,4843.29
09/13/2019,4901.77,4920.92,4932.11,4894.90
09/12/2019,4919.54,4941.75,4969.14,4908.78
09/11/2019,4914.34,4866.33,4914.43,4855.11
09/10/2019,4852.83,4833.14,4853.68,4803.55
09/09/2019,4857.65,4883.44,4889.67,4833.59
09/06/2019,4853.44,4856.10,4879.08,4833.53
09/05/2019,4850.05,4812.64,4878.42,4812.64
09/04/2019,4728.99,4705.54,4733.32,4704.25
09/03/2019,4636.64,4652.07,4675.63,4613.57
08/30/2019,4693.41,4715.39,4721.80,4663.66
08/29/2019,4678.04,4654.85,4699.62,4652.20
08/28/2019,4586.79,4547.07,4594.55,4516.43
08/27/2019,4581.85,4631.84,4643.25,4558.40
08/26/2019,4595.86,4600.77,4605.18,4572.11
08/23/2019,4544.77,4669.02,4715.87,4532.34
08/22/2019,4704.50,4718.98,4729.64,4663.02
08/21/2019,4707.48,4710.97,4728.42,4691.95
08/20/2019,4665.59,4690.71,4705.83,4660.14
08/19/2019,4700.18,4712.44,4725.20,4674.64
08/16/2019,4623.81,4572.37,4632.58,4572.37
08/15/2019,4532.78,4550.69,4566.95,4496.01
08/14/2019,4545.62,4585.95,4613.00,4522.52
08/13/2019,4691.09,4556.39,4717.50,4545.16
08/12/2019,4563.88,4598.51,4612.03,4540.80
08/09/2019,4632.22,4660.71,4668.90,4598.87
08/08/2019,4697.93,4607.55,4698.96,4589.67
08/07/2019,4550.56,4480.18,4563.46,4470.76
08/06/2019,4531.81,4530.69,4562.89,4481.23
08/05/2019,4469.97,4525.94,4534.65,4434.46
08/02/2019,4655.56,4695.55,4712.99,4629.25
08/01/2019,4762.81,4821.15,4924.92,4726.34
07/31/2019,4811.69,4917.31,4918.67,4765.01
07/30/2019,4937.59,4906.71,4952.87,4905.21
07/29/2019,4952.96,4963.93,4967.19,4903.06
07/26/2019,4971.76,4992.14,5000.26,4971.00
07/25/2019,4961.36,4989.89,4990.57,4954.21
07/24/2019,5026.65,4956.97,5033.05,4955.98
07/23/2019,4948.62,4923.34,4948.95,4900.77
07/22/2019,4906.49,4866.72,4917.52,4866.72
07/19/2019,4836.33,4883.89,4894.32,4835.08
07/18/2019,4868.73,4812.64,4880.02,4812.25
07/17/2019,4820.15,4837.99,4855.87,4819.90
07/16/2019,4822.50,4857.29,4857.29,4810.04
07/15/2019,4876.39,4874.35,4888.50,4855.76
07/12/2019,4879.65,4839.00,4880.84,4836.96
07/11/2019,4823.99,4826.71,4835.42,4795.43
07/10/2019,4812.35,4804.30,4850.86,4793.79
07/09/2019,4767.52,4704.75,4771.74,4704.70
07/08/2019,4734.41,4722.86,4740.37,4709.86
07/05/2019,4757.68,4729.66,4763.38,4700.85
07/03/2019,4773.91,4768.48,4776.24,4745.29
07/02/2019,4747.96,4753.73,4758.42,4720.25
07/01/2019,4766.31,4814.30,4827.81,4736.92
06/28/2019,4660.72,4667.95,4675.90,4635.81
06/27/2019,4635.10,4610.87,4647.41,4606.03
06/26/2019,4585.47,4575.17,4612.51,4575.10
06/25/2019,4502.12,4586.91,4588.50,4501.04
06/24/2019,4581.64,4592.85,4601.59,4576.42
06/21/2019,4582.63,4590.75,4617.94,4576.12
06/20/2019,4605.66,4635.58,4639.59,4571.06
06/19/2019,4546.38,4540.60,4561.02,4515.98
06/18/2019,4517.64,4455.80,4551.53,4446.76
06/17/2019,4399.40,4419.07,4431.28,4395.94
06/14/2019,4408.86,4406.04,4424.22,4389.79
06/13/2019,4475.38,4478.90,4491.66,4460.06
06/12/2019,4460.17,4487.38,4491.44,4454.86
06/11/2019,4517.51,4575.91,4580.52,4495.70
06/10/2019,4515.88,4485.72,4559.51,4485.48
06/07/2019,4435.80,4398.04,4453.16,4390.15
06/06/2019,4375.45,4338.55,4388.83,4321.69
06/05/2019,4329.21,4359.99,4372.12,4279.17
06/04/2019,4320.98,4230.68,4322.79,4199.29
06/03/2019,4170.02,4255.18,4264.98,4145.45
05/31/2019,4237.28,4247.30,4287.28,4236.71
05/30/2019,4307.41,4295.20,4328.79,4277.23
05/29/2019,4283.21,4263.54,4306.38,4252.72
05/28/2019,4307.41,4344.17,4369.70,4305.70
05/24/2019,4326.57,4363.88,4383.05,4323.43
05/23/2019,4337.08,4338.02,4343.55,4299.17
05/22/2019,4415.93,4410.81,4439.88,4406.52
05/21/2019,4459.25,4450.00,4471.29,4432.01
05/20/2019,4380.02,4408.05,4429.01,4359.62
05/17/2019,4511.41,4523.25,4593.83,4502.37
05/16/2019,4586.11,4552.68,4620.12,4546.55
05/15/2019,4574.65,4484.42,4593.27,4482.96
05/14/2019,4521.76,4470.65,4546.61,4465.89
05/13/2019,4434.77,4490.78,4524.80,4422.03
05/10/2019,4630.48,4589.12,4651.09,4523.61
05/09/2019,4631.50,4585.82,4648.74,4535.14
05/08/2019,4659.45,4653.14,4700.12,4641.35
05/07/2019,4681.50,4734.07,4750.60,4637.02
05/06/2019,4802.20,4711.33,4808.79,4709.88
05/03/2019,4862.38,4841.09,4864.31,4819.99
05/02/2019,4832.00,4821.26,4886.81,4799.38
05/01/2019,4822.67,4905.25,4919.31,4822.01
04/30/2019,4867.45,4835.67,4871.50,4814.96
04/29/2019,4843.09,4841.84,4862.86,4830.27
04/26/2019,4844.76,4795.53,4845.16,4760.28
04/25/2019,4848.49,4891.15,4894.02,4807.35
04/24/2019,4880.48,4874.99,4917.58,4871.33
04/23/2019,4871.51,4834.54,4881.49,4832.99
04/22/2019,4814.44,4795.93,4817.80,4785.47
04/18/2019,4813.08,4814.60,4815.43,4774.98
04/17/2019,4820.60,4862.51,4870.26,4802.35
04/16/2019,4809.80,4772.36,4810.47,4769.29
04/15/2019,4749.90,4766.59,4768.44,4721.21
04/12/2019,4766.14,4756.36,4766.14,4736.94
04/11/2019,4719.14,4729.88,4742.66,4710.83
04/10/2019,4722.58,4694.05,4728.92,4690.55
04/09/2019,4691.03,4707.08,4711.65,4682.78
04/08/2019,4717.32,4692.85,4718.69,4665.21
04/05/2019,4701.34,4690.49,4702.55,4674.01
04/04/2019,4665.77,4683.30,4705.18,4633.88
04/03/2019,4688.71,4660.30,4720.79,4657.64
04/02/2019,4610.92,4596.77,4616.38,4580.43
04/01/2019,4594.98,4554.98,4598.28,4536.01
03/29/2019,4493.19,4475.91,4497.59,4462.71
03/28/2019,4427.83,4433.09,4459.24,4397.80
03/27/2019,4422.85,4488.09,4494.37,4389.85
03/26/2019,4481.20,4495.60,4517.75,4455.74
03/25/2019,4451.76,4452.94,4483.55,4415.95
03/22/2019,4479.02,4581.35,4589.21,4477.08
03/21/2019,4606.49,4482.79,4623.09,4482.79
03/20/2019,4477.03,4501.29,4510.62,4443.05
03/19/2019,4499.18,4489.99,4511.13,4482.38
03/18/2019,4464.08,4473.05,4497.89,4438.16
03/15/2019,4470.38,4434.19,4487.99,4426.63
03/14/2019,4404.87,4408.83,4425.40,4400.75
03/13/2019,4410.75,4417.72,4446.72,4408.19
03/12/2019,4395.87,4388.38,4411.51,4363.39
03/11/2019,4376.24,4306.82,4388.14,4305.50
03/08/2019,4284.47,4216.19,4285.91,4211.91
03/07/2019,4285.86,4305.20,4314.49,4263.68
03/06/2019,4325.58,4370.86,4371.21,4323.61
03/05/2019,4373.54,4374.73,4388.55,4347.47
03/04/2019,4380.23,4425.79,4429.73,4325.42
03/01/2019,4396.09,4413.74,4418.14,4357.29
02/28/2019,4368.14,4355.02,4383.20,4342.33
02/27/2019,4373.68,4386.50,4390.27,4333.79
02/26/2019,4406.76,4410.20,4424.20,4396.82
02/25/2019,4421.99,4446.53,4463.42,4419.82
02/22/2019,4394.53,4365.24,4394.53,4359.55
02/21/2019,4334.60,4357.51,4365.06,4321.36
02/20/2019,4364.19,4366.58,4391.89,4349.73
02/19/2019,4345.75,4338.70,4364.92,4338.47
02/15/2019,4347.42,4360.60,4369.36,4328.26
02/14/2019,4334.16,4305.36,4346.05,4299.90
02/13/2019,4326.32,4351.36,4355.84,4322.14
02/12/2019,4331.44,4294.02,4339.30,4285.03
02/11/2019,4248.13,4264.22,4269.26,4234.89
02/08/2019,4245.76,4182.79,4246.24,4182.35
02/07/2019,4234.68,4261.54,4279.52,4199.88
02/06/2019,4311.67,4290.60,4333.37,4289.73
02/05/2019,4253.31,4230.11,4262.74,4227.95
02/04/2019,4230.16,4186.75,4233.49,4174.00
02/01/2019,4186.38,4151.72,4203.72,4148.52
01/31/2019,4139.61,4106.85,4163.03,4099.25
01/30/2019,4099.41,4040.18,4107.94,4014.99
01/29/2019,3984.47,4040.98,4047.35,3976.81
01/28/2019,4034.12,3989.51,4044.32,3978.85
01/25/2019,4083.36,4048.41,4094.74,4023.25
01/24/2019,3988.80,3925.03,3997.59,3925.03
01/23/2019,3871.62,3898.55,3919.55,3832.96
01/22/2019,3874.74,3935.92,3936.95,3849.57
01/18/2019,3971.49,3922.49,3989.19,3908.47
01/17/2019,3888.33,3833.36,3906.43,3823.27
01/16/2019,3858.29,3869.47,3894.47,3856.41
01/15/2019,3869.50,3848.76,3887.39,3846.11
01/14/2019,3828.09,3831.00,3848.80,3809.28
01/11/2019,3881.49,3852.18,3900.91,3845.47
01/10/2019,3877.08,3822.72,3878.40,3810.34
01/09/2019,3851.10,3815.68,3872.94,3813.13
01/08/2019,3780.87,3801.13,3806.39,3726.00
01/07/2019,3762.77,3718.23,3790.38,3709.77
01/04/2019,3708.36,3611.82,3722.96,3601.36
01/03/2019,3547.57,3652.34,3671.07,3543.39
01/02/2019,3728.40,3628.18,3751.13,3628.18
12/31/2018,3705.78,3725.04,3733.67,3672.50
12/28/2018,3683.94,3700.04,3744.24,3651.14
12/27/2018,3684.27,3591.71,3685.81,3551.09
12/26/2018,3649.39,3494.81,3649.39,3451.91
12/24/2018,3457.92,3510.39,3557.78,3456.47
12/21/2018,3539.26,3678.12,3678.55,3526.40
12/20/2018,3621.35,3667.56,3701.16,3573.82
12/19/2018,3668.37,3766.29,3819.53,3645.52
12/18/2018,3783.64,3789.82,3823.51,3760.64
12/17/2018,3754.22,3824.74,3856.65,3730.30
12/14/2018,3837.82,3864.90,3908.84,3835.95
12/13/2018,3920.61,3955.63,3964.27,3902.25
12/12/2018,3930.23,3947.79,3984.76,3919.16
12/11/2018,3878.19,3933.08,3949.76,3852.65
12/10/2018,3860.06,3811.99,3876.16,3785.29
